"csv_fid","csv_nid","csv_filename","csv_path","csv_mime","csv_title","csv_date","csv_date_y","csv_date_m"
"16978","42645","tarzan-robot-field.jpg","public://news/featured/tarzan-robot-field.jpg","image/jpeg","","1574270954","2019","11"
"16986","42644","gtech-traffic-light-final.png","public://news/featured/gtech-traffic-light-final.png","image/png","","1574271711","2019","11"
"16898","42643","presenter_team_win_0_0.jpg","public://news/featured/presenter_team_win_0_0.jpg","image/jpeg","","1573486473","2019","11"
"16913","42636","clark-sicard-feat_final-logo.png","public://news/featured/clark-sicard-feat_final-logo.png","image/png","","1573497977","2019","11"
"16965","42642","poultry-1200.png","public://news/featured/poultry-1200.png","image/png","","1574100973","2019","11"
"16984","42641","istock-500159904.jpg","public://news/featured/istock-500159904.jpg","image/jpeg","","1574271451","2019","11"
"16985","42639","peanuthill.jpg","public://news/featured/peanuthill.jpg","image/jpeg","","1574271609","2019","11"
"16858","42637","coescac-vault2_web-1_0.png","public://news/featured/coescac-vault2_web-1_0_0.png","image/png","","1572898596","2019","11"
"16844","42633","walton_plain.png","public://news/featured/walton_plain.png","image/png","","1572539330","2019","10"
"16840","42631","unknown_12.jpeg","public://news/featured/unknown_12.jpeg","image/jpeg","","1572451991","2019","10"
"16834","42630","10447971876_07f1c19b1e_b.jpg","public://news/featured/10447971876_07f1c19b1e_b.jpg","image/jpeg","","1572277540","2019","10"
"16839","42625","inventurek12_crose_feat_11.49.53_am.png","public://news/featured/inventurek12_crose_feat_11.49.53_am.png","image/png","","1572364236","2019","10"
"16818","42628","coescac-vault2_web-1.png","public://news/featured/coescac-vault2_web-1_1.png","image/png","","1571773200","2019","10"
"16816","42627","coescac-vault2_web-1.png","public://news/featured/coescac-vault2_web-1_0.png","image/png","","1571771721","2019","10"
"16815","42626","coescac-vault2_web-1.png","public://news/featured/coescac-vault2_web-1.png","image/png","","1571770964","2019","10"
"16805","42623","cxsolidblack_250x250.png","public://news/featured/cxsolidblack_250x250.png","image/png","","1571668810","2019","10"
"16791","42622","steveumichaward.jpg","public://news/featured/steveumichaward.jpg","image/jpeg","","1571321790","2019","10"
"16787","42621","original_1.jpg","public://news/featured/original_1_3.jpg","image/jpeg","","1571151140","2019","10"
"16785","42620","gettyimages-bath.scale_.jpg","public://news/featured/gettyimages-bath.scale_.jpg","image/jpeg","","1571144030","2019","10"
"16771","42618","cassie_mitchell_feat-1200_a.png","public://news/featured/cassie_mitchell_feat-1200_a.png","image/png","","1571082343","2019","10"
"16768","42615","inventors.jpg","public://news/featured/inventors.jpg","image/jpeg","","1570106936","2019","10"
"16766","42614","dahlman_and_santangelo-v1.jpg","public://news/featured/dahlman_and_santangelo-v1.jpg","image/jpeg","","1570106707","2019","10"
"16759","42612","hip_exo_1_700.jpg","public://news/featured/hip_exo_1_700.jpg","image/jpeg","","1569848054","2019","09"
"16753","42611","original.jpg","public://news/featured/original_13.jpg","image/jpeg","","1569597982","2019","09"
"16750","42610","guecha_with_pals.jpg","public://news/featured/guecha_with_pals.jpg","image/jpeg","","1569337063","2019","09"
"16744","42608","upcp-feat_rosenstein.jpg","public://news/featured/upcp-feat_rosenstein.jpg","image/jpeg","","1569244949","2019","09"
"16741","42607","20c10200-p11-003.jpg","public://news/featured/20c10200-p11-003.jpg","image/jpeg","","1568896144","2019","09"
"16738","42605","candid_clark.jpg","public://news/featured/candid_clark.jpg","image/jpeg","","1568730357","2019","09"
"16735","42604","techastro.jpg","public://news/featured/techastro.jpg","image/jpeg","","1568297765","2019","09"
"16710","42600","2020-ug-ranking_final.png","public://news/featured/2020-ug-ranking_final.png","image/png","","1567700617","2019","09"
"16712","42601","newsengin.24573731_shannon.siphe_.jpg","public://news/featured/newsengin.24573731_shannon.siphe_.jpg","image/jpeg","","1567713716","2019","09"
"16688","42596","foenewbanernew.jpg","public://news/featured/foenewbanernew.jpg","image/jpeg","","1567102381","2019","08"
"16686","42595","rozell_and_stanley.jpg","public://news/featured/rozell_and_stanley.jpg","image/jpeg","","1566834480","2019","08"
"16678","42593","program.jpg","public://news/featured/program.jpg","image/jpeg","","1566827385","2019","08"
"16675","42592","20c10200-p1-012_sm.jpg","public://news/featured/20c10200-p1-012_sm.jpg","image/jpeg","","1565890761","2019","08"
"16664","42590","gupta.jpg","public://news/featured/gupta.jpg","image/jpeg","","1565702452","2019","08"
"16673","42589","jame-mcconville-header.jpeg","public://news/featured/jame-mcconville-header.jpeg","image/jpeg","","1565703834","2019","08"
"16650","42588","antineutrino-005.jpg","public://news/featured/antineutrino-005.jpg","image/jpeg","","1565362333","2019","08"
"16647","42587","swe_group_photo_0.jpg","public://news/featured/swe_group_photo_0.jpg","image/jpeg","","1565022836","2019","08"
"16641","42585","health-monitor.jpg","public://news/featured/health-monitor.jpg","image/jpeg","","1564662301","2019","08"
"16635","42584","reinventing2.jpg","public://news/featured/reinventing2.jpg","image/jpeg","","1564416285","2019","07"
"16621","42580","tiny_robot.jpg","public://news/featured/tiny_robot.jpg","image/jpeg","","1563906647","2019","07"
"16615","42578","ece-szlam-spotlight-rev.png","public://news/featured/ece-szlam-spotlight-rev.png","image/png","","1563375121","2019","07"
"16610","42576","nxtfrontiers_santangelo.png","public://news/featured/nxtfrontiers_santangelo.png","image/png","","1563197477","2019","07"
"16609","42575","abdallah_ougazzaden_with_mayor_dominique_gros.jpg","public://news/featured/abdallah_ougazzaden_with_mayor_dominique_gros.jpg","image/jpeg","","1563196416","2019","07"
"16598","42571","original.png","public://news/featured/original_2.png","image/png","","1562331360","2019","07"
"16602","42569","health_and_humanitarian_logistics_conference.png","public://news/featured/health_and_humanitarian_logistics_conference.png","image/png","","1562334839","2019","07"
"16590","42568","pecase_feat-1.png","public://news/featured/pecase_feat-1.png","image/png","","1562171036","2019","07"
"16583","42567","maxresdefault.jpg","public://news/featured/maxresdefault.jpg","image/jpeg","","1562080825","2019","07"
"16575","42566","spaceport_america_cup_2019_1.jpg","public://news/featured/spaceport_america_cup_2019_1.jpg","image/jpeg","","1561994867","2019","07"
"16570","42564","liftoff_1200.jpg","public://news/featured/liftoff_1200.jpg","image/jpeg","","1561737581","2019","06"
"16555","42561","img_9116.jpg","public://news/featured/img_9116.jpg","image/jpeg","","1561557820","2019","06"
"16579","42563","atl-image-crop.png","public://news/featured/atl-image-crop.png","image/png","","1562004573","2019","07"
"16531","42555","marvis2.jpg","public://news/featured/marvis2.jpg","image/jpeg","","1560779022","2019","06"
"16546","42558","raheem.jpg","public://news/featured/raheem.jpg","image/jpeg","","1561035097","2019","06"
"16538","42557","zlmse.jpg","public://news/featured/zlmse.jpg","image/jpeg","","1560791027","2019","06"
"16533","42556","jdahlman_0.jpg","public://news/featured/jdahlman_0_2.jpg","image/jpeg","","1560787057","2019","06"
"16525","42553","ciscocasecompetitionteam_square_0.jpg","public://news/featured/ciscocasecompetitionteam_square_0.jpg","image/jpeg","","1560518625","2019","06"
"16516","42552","labcrop2.jpg","public://news/featured/labcrop2.jpg","image/jpeg","","1560516447","2019","06"
"16511","42551","manostentzeris131018ar308_web.jpg","public://news/featured/manostentzeris131018ar308_web.jpg","image/jpeg","","1560179474","2019","06"
"16491","42547","saad2.jpg","public://news/featured/saad2.jpg","image/jpeg","","1559567012","2019","06"
"16506","42549","googlead.png","public://news/featured/googlead.png","image/png","","1560168488","2019","06"
"16484","42545","mzmwnzqxna.jpeg","public://news/featured/mzmwnzqxna.jpeg","image/jpeg","","1559230928","2019","05"
"16480","42543","bhatti.jpg","public://news/featured/bhatti.jpg","image/jpeg","","1558701684","2019","05"
"16478","42542","concrete-column-crack-measurement-hand-nees-structure-by-chris-kiser-h.jpg","public://news/featured/concrete-column-crack-measurement-hand-nees-structure-by-chris-kiser-h.jpg","image/jpeg","","1558697455","2019","05"
"16477","42541","nickb_170827_0652_1.jpg","public://news/featured/nickb_170827_0652_1_0.jpg","image/jpeg","","1558547533","2019","05"
"16473","42539","gordonprize-slider-sloan-draftv3.jpg","public://news/featured/gordonprize-slider-sloan-draftv3.jpg","image/jpeg","","1558031728","2019","05"
"16471","42538","graed.jpg","public://news/featured/graed_0.jpg","image/jpeg","","1557853074","2019","05"
"16463","42534","woodall_and_sunv2.jpg","public://news/featured/woodall_and_sunv2_0.jpg","image/jpeg","","1557252600","2019","05"
"16448","42530","pollution_intro_1.jpg","public://news/featured/pollution_intro_1.jpg","image/jpeg","","1556727136","2019","05"
"16444","42529","tcell.granzyme.nano_0_1.jpg","public://news/featured/tcell.granzyme.nano_0_1.jpg","image/jpeg","","1556627009","2019","04"
"16441","42528","lorenzini-lab-test-768x512.jpg","public://news/featured/lorenzini-lab-test-768x512.jpg","image/jpeg","","1556567247","2019","04"
"16435","42526","nexxchair_thumb.png","public://news/featured/nexxchair_thumb.png","image/png","","1556472631","2019","04"
"16429","42525","wie2.jpg","public://news/featured/wie2.jpg","image/jpeg","","1556041871","2019","04"
"16315","42502","17c10407-p1-004.jpg","public://news/featured/17c10407-p1-004.jpg","image/jpeg","","1554984041","2019","04"
"16419","42524","oprigami.jpg","public://news/featured/oprigami.jpg","image/jpeg","","1555679503","2019","04"
"16417","42523","mcdowell.jpg","public://news/featured/mcdowell.jpg","image/jpeg","","1555599553","2019","04"
"16406","42522","pitch_thumb.png","public://news/featured/pitch_thumb.png","image/png","","1555508354","2019","04"
"16402","42521","nickb_170827_0652_1.jpg","public://news/featured/nickb_170827_0652_1.jpg","image/jpeg","","1555505264","2019","04"
"16392","42519","will_sweet_headshot_edit_web.png","public://news/featured/will_sweet_headshot_edit_web.png","image/png","","1555424538","2019","04"
"16387","42518","xwing_web.png","public://news/featured/xwing_web.png","image/png","","1555342859","2019","04"
"16382","42517","kischuk-and-cuban_web.png","public://news/featured/kischuk-and-cuban_web.png","image/png","","1555340982","2019","04"
"16380","42516","larahodgson_web.png","public://news/featured/larahodgson_web.png","image/png","","1555340426","2019","04"
"16375","42515","hux_web.png","public://news/featured/hux_web.png","image/png","","1555339568","2019","04"
"16372","42514","brainrain_web.png","public://news/featured/brainrain_web.png","image/png","","1555338966","2019","04"
"16365","42513","spr2019mag_bme-thumb.png","public://news/featured/spr2019mag_bme-thumb.png","image/png","","1555336181","2019","04"
"16361","42512","kaiser_jennifer_2_web.jpg","public://news/featured/kaiser_jennifer_2_web.jpg","image/jpeg","","1555087186","2019","04"
"16395","42511","gt_facultygroupphotos_web2.png","public://news/featured/gt_facultygroupphotos_web2.png","image/png","","1555425289","2019","04"
"16346","42510","img_1451_edit_web.jpg","public://news/featured/img_1451_edit_web.jpg","image/jpeg","","1555008592","2019","04"
"16362","42509","alumni_awards_dinner.jpg","public://news/featured/alumni_awards_dinner.jpg","image/jpeg","","1555087157","2019","04"
"16439","42508","create-x_startups_thumb.png","public://news/featured/create-x_startups_thumb.png","image/png","","1556548378","2019","04"
"16410","42507","190313r077-web.png","public://news/featured/190313r077-web.png","image/png","","1555529142","2019","04"
"16408","42506","sx_storytelling-15_web.png","public://news/featured/sx_storytelling-15_web.png","image/png","","1555528604","2019","04"
"16327","42505","evan-andrea-o.jpg","public://news/featured/evan-andrea-o.jpg","image/jpeg","","1554997620","2019","04"
"16407","42504","mentoring-feature-thumb.png","public://news/featured/mentoring-feature-thumb.png","image/png","","1555528286","2019","04"
"16321","42503","zick39.jpg","public://news/featured/zick39.jpg","image/jpeg","","1554994710","2019","04"
"16309","42501","1st_place-libi_medical_rice_360-_photo_by_jack_wang_0_1.jpg","public://news/featured/1st_place-libi_medical_rice_360-_photo_by_jack_wang_0_1.jpg","image/jpeg","","1554478778","2019","04"
"16301","42496","original.jpg","public://news/featured/original_12.jpg","image/jpeg","","1553882832","2019","03"
"16270","42494","top_100_influential_women.jpg","public://news/featured/top_100_influential_women_1.jpg","image/jpeg","","1553268826","2019","03"
"16263","42493","ethos.jpg","public://news/featured/ethos.jpg","image/jpeg","","1553090887","2019","03"
"16260","42491","jacobs-larry-2019-nde-lifetime-achievement-award-with-tribikram-kundu-h.jpg","public://news/featured/jacobs-larry-2019-nde-lifetime-achievement-award-with-tribikram-kundu-h.jpg","image/jpeg","","1552676285","2019","03"
"16220","42484","trevor1.jpg","public://news/featured/trevor1.jpg","image/jpeg","","1551975934","2019","03"
"16255","42489","magnus-portrait-resize.jpg","public://news/featured/magnus-portrait-resize.jpg","image/jpeg","","1552407025","2019","03"
"16239","42486","group_photo_0.jpg","public://news/featured/group_photo_0.jpg","image/jpeg","","1552098245","2019","03"
"16231","42485","nsfcareerawards.jpg","public://news/featured/nsfcareerawards.jpg","image/jpeg","","1552066478","2019","03"
"16434","42483","coescac-vault2_web.png","public://news/featured/coescac-vault2_web.png","image/png","","1556197522","2019","04"
"16205","42480","rahul_1.jpg","public://news/featured/rahul_1.jpg","image/jpeg","","1551200904","2019","02"
"16207","42477","pascal_van_hentenryck.jpg","public://news/featured/pascal_van_hentenryck.jpg","image/jpeg","","1551202652","2019","02"
"16189","42476","airbus.jpg","public://news/featured/airbus_2.jpg","image/jpeg","","1550857954","2019","02"
"16181","42475","sloanpics.jpg","public://news/featured/sloanpics.jpg","image/jpeg","","1550765694","2019","02"
"16155","42468","spreaker-logo-bkgd-alt.jpg","public://news/featured/spreaker-logo-bkgd-alt.jpg","image/jpeg","","1549894604","2019","02"
"16165","42470","cx-prettytech-vid_feat_1.jpg","public://news/featured/cx-prettytech-vid_feat_1.jpg","image/jpeg","","1549922511","2019","02"
"16173","42472","kim_kurtis.jpg","public://news/featured/kim_kurtis_0.jpg","image/jpeg","","1550503666","2019","02"
"16170","42471","cardio_slider_1_1.jpg","public://news/featured/cardio_slider_1_1.jpg","image/jpeg","","1550158754","2019","02"
"16162","42469","sokol_1.jpg","public://news/featured/sokol_1.jpg","image/jpeg","","1549919204","2019","02"
"16147","42466","nae-2019-feat_1200.jpg","public://news/featured/nae-2019-feat_1200.jpg","image/jpeg","","1549650195","2019","02"
"16140","42463","airbus-drone.jpg","public://news/featured/airbus-drone.jpg","image/jpeg","","1549051038","2019","02"
"16139","42461","knee-jackie-h.jpg","public://news/featured/knee-jackie-h.jpg","image/jpeg","","1548949174","2019","01"
"16134","42459","toptime2_1.jpg","public://news/featured/toptime2_1.jpg","image/jpeg","","1548692281","2019","01"
"16129","42444","prototype_edit.jpg","public://news/featured/prototype_edit.jpg","image/jpeg","","1548171170","2019","01"
"16128","42458","inan_headshot_0.jpg","public://news/featured/inan_headshot_0.jpg","image/jpeg","","1547844468","2019","01"
"16127","42457","nae_report.png","public://news/featured/nae_report.png","image/png","","1547751593","2019","01"
"16126","42456","pinar_head_shot_best_square_0_7.jpg","public://news/featured/pinar_head_shot_best_square_0_7.jpg","image/jpeg","","1547750115","2019","01"
"16122","42454","yee_onr.png","public://news/featured/yee_onr.png","image/png","","1547131922","2019","01"
"16121","42453","penny.jpg","public://news/featured/penny.jpg","image/jpeg","","1547131769","2019","01"
"16110","42449","yavari-arash-2018-awards-by-amelia-neumeister-v.jpg","public://news/featured/yavari-arash-2018-awards-by-amelia-neumeister-v.jpg","image/jpeg","","1545325475","2018","12"
"16111","42450","cybersecurity.jpg","public://news/featured/cybersecurity_3.jpg","image/jpeg","","1545325961","2018","12"
"16107","42443","product2.jpg","public://news/featured/product2.jpg","image/jpeg","","1545058527","2018","12"
"16083","42436","holiday2018-feat_a.jpg","public://news/featured/holiday2018-feat_a.jpg","image/jpeg","","1544452491","2018","12"
"16023","42434","capstone_winner.jpg","public://news/featured/capstone_winner.jpg","image/jpeg","","1544022580","2018","12"
"15893","42418","pic6_0.jpg","public://news/featured/pic6_0.jpg","image/jpeg","","1543853436","2018","12"
"15902","42419","cubesat-feat_reva.jpg","public://news/featured/cubesat-feat_reva.jpg","image/jpeg","","1543853804","2018","12"
"15898","42420","tp_square_0.jpg","public://news/featured/tp_square_0.jpg","image/jpeg","","1543853436","2018","12"
"15899","42421","186249_web.jpg","public://news/featured/186249_web.jpg","image/jpeg","","1543853436","2018","12"
"15900","42422","image001_0.jpg","public://news/featured/image001_0.jpg","image/jpeg","","1543853436","2018","12"
"16082","42395","wreckracing.jpg","public://news/featured/wreckracing.jpg","image/jpeg","","1544451967","2018","12"
"15771","42387","fall2018-magfeats_flu_1.jpg","public://news/featured/fall2018-magfeats_flu_1.jpg","image/jpeg","","1542374860","2018","11"
"15764","42386","fall2018-magfeats_haiti.jpg","public://news/featured/fall2018-magfeats_haiti.jpg","image/jpeg","","1542374726","2018","11"
"15762","42385","fall2018-magfeats_greatergood.jpg","public://news/featured/fall2018-magfeats_greatergood.jpg","image/jpeg","","1542374045","2018","11"
"15753","42383","fall2018-magfeats_water_1.jpg","public://news/featured/fall2018-magfeats_water_1.jpg","image/jpeg","","1542323471","2018","11"
"15847","42394","heat-exchanger-image_0_0.jpg","public://news/featured/heat-exchanger-image_0_0.jpg","image/jpeg","","1542662750","2018","11"
"15849","42396","cheng.zhu_.sm_.jpg","public://news/featured/cheng.zhu_.sm_.jpg","image/jpeg","","1542662750","2018","11"
"15850","42397","pinar_head_shot_best_square_0_0.jpg","public://news/featured/pinar_head_shot_best_square_0_0.jpg","image/jpeg","","1542662750","2018","11"
"15851","42398","airbus-georgia_tech_leadership.jpg","public://news/featured/airbus-georgia_tech_leadership.jpg","image/jpeg","","1542662750","2018","11"
"15852","42399","nanoparticle-testing-method_1600.jpg","public://news/featured/nanoparticle-testing-method_1600.jpg","image/jpeg","","1542662750","2018","11"
"15853","42400","zhang-bopeng-chen-yongshen-igou-thomas-usda-wastewater-pilot-vegetables-h.jpg","public://news/featured/zhang-bopeng-chen-yongshen-igou-thomas-usda-wastewater-pilot-vegetables-h.jpg","image/jpeg","","1542662750","2018","11"
"15854","42401","phil.jpg","public://news/featured/phil.jpg","image/jpeg","","1542662750","2018","11"
"16048","42437","1116murphy.jpg","public://news/featured/1116murphy.jpg","image/jpeg","","1544038979","2018","12"
"16045","42440","black_lion_hopsital.jpg","public://news/featured/black_lion_hopsital.jpg","image/jpeg","","1544038906","2018","12"
"16044","42441","10898897113_b06406e17a_o-1.jpg","public://news/featured/10898897113_b06406e17a_o-1.jpg","image/jpeg","","1544038884","2018","12"
"16043","42442","dsc03661_1.jpg","public://news/featured/dsc03661_1.jpg","image/jpeg","","1544038866","2018","12"
"16047","42438","gettyimages-626654952.jpg","public://news/featured/gettyimages-626654952.jpg","image/jpeg","","1544038962","2018","12"
"16046","42439","workers_w_fuel.jpg","public://news/featured/workers_w_fuel.jpg","image/jpeg","","1544038942","2018","12"
"15855","42402","meilinlufuelcell.jpg","public://news/featured/meilinlufuelcell.jpg","image/jpeg","","1542662750","2018","11"
"15856","42403","tien-iris_v.jpg","public://news/featured/tien-iris_v.jpg","image/jpeg","","1542662750","2018","11"
"15857","42404","fatih-with-chip.jpg","public://news/featured/fatih-with-chip.jpg","image/jpeg","","1542662750","2018","11"
"15859","42405","krish_lab_background.jpg","public://news/featured/krish_lab_background.jpg","image/jpeg","","1542662750","2018","11"
"15861","42406","harris.png","public://news/featured/harris.png","image/png","","1542662750","2018","11"
"15862","42407","3d-origami_012.jpg","public://news/featured/3d-origami_012.jpg","image/jpeg","","1542662750","2018","11"
"15866","42408","40628068305_6e89cc7d03_o_0.jpg","public://news/featured/40628068305_6e89cc7d03_o_0.jpg","image/jpeg","","1542662750","2018","11"
"15867","42409","original_11.jpg","public://news/featured/original_11.jpg","image/jpeg","","1542662750","2018","11"
"15868","42410","morse-ryan-horizontal.jpg","public://news/featured/morse-ryan-horizontal.jpg","image/jpeg","","1542662750","2018","11"
"15870","42411","18c10200-p31-005_sm_0.jpg","public://news/featured/18c10200-p31-005_sm_0.jpg","image/jpeg","","1542662750","2018","11"
"15871","42412","farm-fertilization-konstantinidis-n2o-byluisorellana-h.jpg","public://news/featured/farm-fertilization-konstantinidis-n2o-byluisorellana-h.jpg","image/jpeg","","1542662750","2018","11"
"15872","42413","create-x-demodayvid-feat2rev.png","public://news/featured/create-x-demodayvid-feat2rev.png","image/png","","1542662750","2018","11"
"15873","42414","cell-quality-control-007.jpg","public://news/featured/cell-quality-control-007.jpg","image/jpeg","","1542662750","2018","11"
"15875","42415","sam_coogan_0_0.jpg","public://news/featured/sam_coogan_0_0.jpg","image/jpeg","","1542662750","2018","11"
"13662","39524","badgley-vid-feat_0_1.png","public://news/featured/badgley-vid-feat_0_1.png","image/png","","1539368592","2018","10"
"13663","39525","stewart-lauren-lab-modified_gary_meek_h_1.jpg","public://news/featured/stewart-lauren-lab-modified_gary_meek_h_1.jpg","image/jpeg","","1539368592","2018","10"
"13664","39526","makerspace_1.png","public://news/featured/makerspace_1.png","image/png","","1539368592","2018","10"
"13666","39528","180330ar045-dev_1.jpg","public://news/featured/180330ar045-dev_1.jpg","image/jpeg","","1539368592","2018","10"
"13665","39527","vince_calhoun_newhire_0_1.jpg","public://news/featured/vince_calhoun_newhire_0_1.jpg","image/jpeg","","1539368592","2018","10"
"13668","39529","yancy_riddle_1.jpeg","public://news/featured/yancy_riddle_1.jpeg","image/jpeg","","1539368592","2018","10"
"15663","39530","img_0978_retouched.jpg","public://news/featured/img_0978_retouched.jpg","image/jpeg","","1539369246","2018","10"
"13673","39533","tien-iris-2016_jess-hunt-ralston_v_1.jpg","public://news/featured/tien-iris-2016_jess-hunt-ralston_v_1.jpg","image/jpeg","","1539368592","2018","10"
"13674","39534","splint_1.jpg","public://news/featured/splint_1.jpg","image/jpeg","","1539368592","2018","10"
"13680","39535","cancer_image_2.jpg","public://news/featured/cancer_image_2.jpg","image/jpeg","","1539368592","2018","10"
"13681","39536","nylen1_1.jpg","public://news/featured/nylen1_1.jpg","image/jpeg","","1539368592","2018","10"
"13682","39537","img_0779web_0_0_2.jpg","public://news/featured/img_0779web_0_0_2.jpg","image/jpeg","","1539368592","2018","10"
"13683","39538","img_0779web_0_2.jpg","public://news/featured/img_0779web_0_2.jpg","image/jpeg","","1539368592","2018","10"
"13684","39539","photomicrographic-view-bacillus-anthracis-cdc-h_1.jpg","public://news/featured/photomicrographic-view-bacillus-anthracis-cdc-h_1.jpg","image/jpeg","","1539368592","2018","10"
"15664","39540","13c10000-p14-013.jpg","public://news/featured/13c10000-p14-013.jpg","image/jpeg","","1539370064","2018","10"
"13685","39541","power-poles-mist-pixabay-no-attrib-h_1.jpg","public://news/featured/power-poles-mist-pixabay-no-attrib-h_1.jpg","image/jpeg","","1539368592","2018","10"
"13686","39542","school_bus_square_4_1.jpg","public://news/featured/school_bus_square_4_1.jpg","image/jpeg","","1539368592","2018","10"
"13687","39543","aerospace2014_1.jpg","public://news/featured/aerospace2014_1.jpg","image/jpeg","","1539368592","2018","10"
"13688","39544","peeta-srinivas-2018-bylukexinjingxu-h_2.jpg","public://news/featured/peeta-srinivas-2018-bylukexinjingxu-h_2.jpg","image/jpeg","","1539368592","2018","10"
"13689","39545","hamlin_1.png","public://news/featured/hamlin_1.png","image/png","","1539368592","2018","10"
"13695","39546","demo_day_1.jpg","public://news/featured/demo_day_1.jpg","image/jpeg","","1539368592","2018","10"
"13696","39547","volcanic-tsunami-generator-oregon-state-hermann-fritz-byangeladelrosario-h_1.jpg","public://news/featured/volcanic-tsunami-generator-oregon-state-hermann-fritz-byangeladelrosario-h_1.jpg","image/jpeg","","1539368592","2018","10"
"13700","39549","guggenheim_chair_1.jpg","public://news/featured/guggenheim_chair_1.jpg","image/jpeg","","1539368592","2018","10"
"13701","39550","kell20sickard20newman_1.jpg","public://news/featured/kell20sickard20newman_1.jpg","image/jpeg","","1539368592","2018","10"
"13702","39551","gimme_0_2.png","public://news/featured/gimme_0_2.png","image/png","","1539368592","2018","10"
"13703","39552","shapiro-002-square_1_1.jpg","public://news/featured/shapiro-002-square_1_1.jpg","image/jpeg","","1539368592","2018","10"
"13706","39553","cybersecurity_2.jpg","public://news/featured/cybersecurity_2.jpg","image/jpeg","","1539368592","2018","10"
"13707","39554","ultrafast-001_1.jpg","public://news/featured/ultrafast-001_1.jpg","image/jpeg","","1539368592","2018","10"
"13708","39555","eric_boe_1.jpg","public://news/featured/eric_boe_1.jpg","image/jpeg","","1539368592","2018","10"
"13709","39556","sensor_9577_0_0_1.jpg","public://news/featured/sensor_9577_0_0_1.jpg","image/jpeg","","1539368592","2018","10"
"13710","39557","aurelio_poster_qnde20sm_0_1.jpg","public://news/featured/aurelio_poster_qnde20sm_0_1.jpg","image/jpeg","","1539368592","2018","10"
"13711","39558","garcia-003_0_1.jpg","public://news/featured/garcia-003_0_1.jpg","image/jpeg","","1539368592","2018","10"
"13715","39559","gatechstudentsjuly2018-1_1_2.jpg","public://news/featured/gatechstudentsjuly2018-1_1_2.jpg","image/jpeg","","1539368592","2018","10"
"13716","39560","zlwang2_0_1.jpg","public://news/featured/zlwang2_0_1.jpg","image/jpeg","","1539368592","2018","10"
"13717","39561","ae-hybrid_g1_circuitboard-lead_1.jpg","public://news/featured/ae-hybrid_g1_circuitboard-lead_1.jpg","image/jpeg","","1539368592","2018","10"
"13719","39562","12_0_3.jpg","public://news/featured/12_0_3.jpg","image/jpeg","","1539368592","2018","10"
"13720","39563","meredith_1.jpg","public://news/featured/meredith_1.jpg","image/jpeg","","1539368592","2018","10"
"13721","39564","180717094813_1_540x360_1.jpg","public://news/featured/180717094813_1_540x360_1.jpg","image/jpeg","","1539368592","2018","10"
"13722","39565","lymphedemagraphic_1280x720_5_blank_1_1.jpg","public://news/featured/lymphedemagraphic_1280x720_5_blank_1_1.jpg","image/jpeg","","1539368592","2018","10"
"13723","39566","doe_logo_0_0_1.png","public://news/featured/doe_logo_0_0_1.png","image/png","","1539368592","2018","10"
"13724","39567","gabekwong-article-pic_1.jpg","public://news/featured/gabekwong-article-pic_1.jpg","image/jpeg","","1539368592","2018","10"
"13725","39568","maryam_saeedifard_1.jpg","public://news/featured/maryam_saeedifard_1.jpg","image/jpeg","","1539368592","2018","10"
"13726","39569","kamienski_1_1.jpeg","public://news/featured/kamienski_1_1.jpeg","image/jpeg","","1539368592","2018","10"
"13727","39570","142871_web_1.jpg","public://news/featured/142871_web_1.jpg","image/jpeg","","1539368592","2018","10"
"13728","39571","origami-paper-models-byrobfelt-h_1.jpg","public://news/featured/origami-paper-models-byrobfelt-h_1.jpg","image/jpeg","","1539368592","2018","10"
"13729","39572","options_specifications_-_05_ui_1_1.jpg","public://news/featured/options_specifications_-_05_ui_1_1.jpg","image/jpeg","","1539368592","2018","10"
"13730","39573","co-design-014_1.jpg","public://news/featured/co-design-014_1.jpg","image/jpeg","","1539368592","2018","10"
"13731","39574","lively2018_1.jpg","public://news/featured/lively2018_1.jpg","image/jpeg","","1539368592","2018","10"
"13732","39575","jdahlman_0_1.jpg","public://news/featured/jdahlman_0_1.jpg","image/jpeg","","1539368592","2018","10"
"13733","39576","eco_car_1.jpg","public://news/featured/eco_car_1.jpg","image/jpeg","","1539368592","2018","10"
"13734","39577","b-cola-optical-rectenna_1.jpg","public://news/featured/b-cola-optical-rectenna_1.jpg","image/jpeg","","1539368592","2018","10"
"13735","39578","halfway_crooks_brewery020web_0_1.jpg","public://news/featured/halfway_crooks_brewery020web_0_1.jpg","image/jpeg","","1539368592","2018","10"
"13736","39579","full_circle_2.png","public://news/featured/full_circle_2.png","image/png","","1539368592","2018","10"
"13737","39580","mcclain-abigail-in_the_hpepl_1_1.png","public://news/featured/mcclain-abigail-in_the_hpepl_1_1.png","image/png","","1539368592","2018","10"
"13738","39581","150x150_scale_crop_1.jpg","public://news/featured/150x150_scale_crop_1.jpg","image/jpeg","","1539368592","2018","10"
"13739","39582","qualcomm1_1.png","public://news/featured/qualcomm1_1.png","image/png","","1539368592","2018","10"
"13741","39584","180619122746_1_900x600_1.jpg","public://news/featured/180619122746_1_900x600_1.jpg","image/jpeg","","1539368592","2018","10"
