"csv_fid","csv_pid","csv_caption","csv_mime","csv_filename","csv_filepath","csv_status","csv_date","csv_date_y","csv_year_m"
"1726","382","Georgia Tech co-op students work at the Coca-Cola International facility in Marietta, GA. -- Coca-Cola International employee Janine Morgan (right) talks with School of Industrial Engineering students Mark Braza and Kristina Kaylen.","image/jpeg","09c2003-p42-010.jpg","public://uploads/2018/09/09c2003-p42-010.jpg","Permanent","1536020676","2018","09"
"1727","384","Kirby Cabrera - Internal Auditing.","image/jpeg","09c3907-p1-475.jpg","public://uploads/2018/09/09c3907-p1-475.jpg","Permanent","1536020968","2018","09"
"1728","390","Ray Anderson is interviewed about sustainability by the BBC from the WREK radio station.","image/jpeg","0651801-p1-4.jpg","public://uploads/2018/09/0651801-p1-4.jpg","Permanent","1536021206","2018","09"
"1729","415","Prabhakar Gulgunje (left), Jeffery Luo (right), Institute for Materials (IMat), Georgia Tech Polymer Network (GTPN); Bunger-Henry building","image/jpeg","16c5431-p2-057.jpg","public://uploads/2018/09/16c5431-p2-057.jpg","Permanent","1536083059","2018","09"
"1730","419","Accuity Brands Plaza, Scheller College of Business","image/jpeg","15c6104-p1-001.jpg","public://uploads/2018/09/15c6104-p1-001.jpg","Permanent","1536083533","2018","09"
"1733","441","A door.","image/jpeg","n18c10302-p27-053-1.jpg","public://uploads/2018/09/n18c10302-p27-053-1.jpg","Permanent","1536086195","2018","09"
"13628","446","See yourself as a future engineer at Tech. ","image/jpeg","2018_grad2.jpg","public://uploads/2018/10/2018_grad2.jpg","Permanent","1539114819","2018","10"
"1741","469","Georgia Tech Engineering Hall of Fame","image/jpeg","39914488770_c67bd4dc65_k.jpg","public://uploads/2018/09/39914488770_c67bd4dc65_k.jpg","Permanent","1536088715","2018","09"
"1742","470","Georgia Tech College of Engineering awards","image/jpeg","39936014460_606c7f0f1e_k.jpg","public://uploads/2018/09/39936014460_606c7f0f1e_k.jpg","Permanent","1536088715","2018","09"
"1743","471","Buzz at the Alumni Awards","image/jpeg","41702429932_e8731737de_k.jpg","public://uploads/2018/09/41702429932_e8731737de_k.jpg","Permanent","1536088715","2018","09"
"3058","504","What a sticky situation.","image/jpeg","18c10202-p5-005.jpg","public://uploads/2018/09/18c10202-p5-005.jpg","Permanent","1536605299","2018","09"
"3059","508","What a sticky situation!","image/jpeg","18c10202-p5-005.jpg","public://uploads/2018/09/18c10202-p5-005_0.jpg","Permanent","1536605481","2018","09"
"3061","509","Buzz pops a University of Georgia (UGA) balloon.","image/jpeg","15c10400-p13-005.jpg","public://uploads/2018/09/15c10400-p13-005.jpg","Permanent","1536606498","2018","09"
"3062","512","Buzz pops a University of Georgia (UGA) balloon","image/jpeg","15c10400-p13-005.jpg","public://uploads/2018/09/15c10400-p13-005_0.jpg","Permanent","1536606885","2018","09"
"3113","570","Clark Scholars recipients at Georgia Tech.","image/jpeg","img_0978_retouched.jpg","public://uploads/2018/09/img_0978_retouched.jpg","Permanent","1537278867","2018","09"
"3114","572","A. James Clark Scholars Program recipients at Georgia Tech.","image/jpeg","img_0978_retouched.jpg","public://uploads/2018/09/img_0978_retouched_0.jpg","Permanent","1537278974","2018","09"
"3118","576","Georgia Tech's Clough Undergraduate Learning Center.","image/jpeg","15c3120-p1-017.jpg","public://uploads/2018/09/15c3120-p1-017.jpg","Permanent","1537293570","2018","09"
"13627","583","Spring 2018 commencement featuring Buzz.","image/jpeg","2018_grad.jpg","public://uploads/2018/10/2018_grad.jpg","Permanent","1539114548","2018","10"
"3121","584","Raheem Beyah presenting at SURE 2018.","image/jpeg","raheem_sure_2018.jpg","public://uploads/2018/09/raheem_sure_2018.jpg","Permanent","1537299055","2018","09"
"3122","585","SURE 2018 hallway poster sessions.","image/jpeg","sure_2018_symposium_hallway.jpg","public://uploads/2018/09/sure_2018_symposium_hallway.jpg","Permanent","1537299055","2018","09"
"3123","587","Tech Tower overlooking gorgeous downtown Atlanta, Georgia.","image/jpeg","13c10000-p14-013.jpg","public://uploads/2018/09/13c10000-p14-013.jpg","Permanent","1537300108","2018","09"
"3128","594","A. James Clark.","image/jpeg","dzy8s2bvqaaj0xj.jpg","public://uploads/2018/09/dzy8s2bvqaaj0xj.jpg","Permanent","1537919822","2018","09"
"17104","596","During the 2018/2019 fiscal year, 61% of undergrad students received an engineering degree from Georgia Tech. The College has 14,142 students enrolled, of which 36% are women. More than 1,200 awards were granted, as well as $2.7 million in new research awards. Degree awarded this year include 2,196 bachelor's, 1,154 master's and 330 Ph.D.'s. There is now 2 million square feet of space at the College that holds 505 engineering faculty members, 30 of which are National Academy of Engineering members. We encourage well-rounded students who take advantage of the opportunity for an international experience: 56% of students travel abroad. In December, the 100,000th living engineering alumnus walked across the stage at graduation. ","image/png","fy19-bythenumbers-web_edit.png","public://uploads/2020/01/fy19-bythenumbers-web_edit.png","Permanent","1580228142","2020","01"
"3146","639","This Georgia Tech coin was created to commemorate Wayne Clough's 14 years as president of Georgia Tech. The other side of the coin reads: G. Wayne Clough President 1994-2008.","image/jpeg","10e2030-p1-022.jpg","public://uploads/2018/10/10e2030-p1-022.jpg","Permanent","1538571348","2018","10"
"3158","654","It's so quiet here!","image/jpeg","b19c6001-p1_001.jpg","public://uploads/2018/10/b19c6001-p1_001.jpg","Permanent","1538594249","2018","10"
"3162","659","Tech (then Skiles) walkway.","image/jpeg","09c2003-p3-007.jpg","public://uploads/2018/10/09c2003-p3-007.jpg","Permanent","1538595348","2018","10"
"3163","660","Brittain dining hall.","image/jpeg","09c2003-p3-006.jpg","public://uploads/2018/10/09c2003-p3-006.jpg","Permanent","1538595534","2018","10"
"3164","662","Commencement for the 1929 graduating class. This photograph was taken on the Tech Tower lawn. Recognizable buildings in the background are Swann, Savant, and the Tower.","image/jpeg","1929-commencement.jpg","public://uploads/2018/10/1929-commencement.jpg","Permanent","1538595944","2018","10"
"3166","663","WIE summer camp students get a taste of lab life at Tech. ","image/jpeg","wie4.jpg","public://uploads/2018/10/wie4.jpg","Permanent","1538660052","2018","10"
"3167","664","WIE summer camp students get a taste of lab life at Tech. ","image/jpeg","wie4.jpg","public://uploads/2018/10/wie4_0.jpg","Permanent","1538660210","2018","10"
"7294","669","What's the difference between a master of science vs. a professional mater's degree? A master of science (MS) is a degree that emphasizes research and the in-depth study of the theory, history and methodologies of an academic field. MS students wish to contribute new knowledge or research to their field while strengthening their research and critical thinking skills. If you want to conduct research and become a producer of knowledge, gain in-depth expertise for solving new and complex problems, or you want to pursue a Ph.D. or career in academia, then this degree is right for you. For admission, you are required to take the GRE or GMAT, have a bachelor's degree, letters of reference, an essay and resume. A professional master's (PM) is a degree that emphasizes knowledge and hands-on experience that can be used immediately in non-academic professions and careers. It's best for learners who are established in their profession and wish to strengthen their leadership and technical skills to advance their career. If you prefer an emphasis on experience over research, you want practical skills and knowledge that can be used immediately in your profession, and you wish to increase your marketability in your field, then this degree is right for you. You will need a bachelor's degree and at least five years work experience, letters of reference (including an employer), an essay and resume. GRE/GMAT is not required. ","image/png","lr-pmaster_vs_m_science.png","public://uploads/2018/10/lr-pmaster_vs_m_science.png","Permanent","1538675481","2018","10"
"17906","671","Rising Stars","image/jpeg","magfall2020-cover-web.jpg","public://uploads/2020/11/magfall2020-cover-web.jpg","Permanent","1605107631","2020","11"
"7297","672","Machine learning and AI bring hundreds of grad students to the College every year. ","image/jpeg","grad_work2.jpg","public://uploads/2018/10/grad_work2.jpg","Permanent","1538683911","2018","10"
"7298","673","Tech Tower at dusk.","image/jpeg","10p1000-p22-005.jpg","public://uploads/2018/10/10p1000-p22-005.jpg","Permanent","1538744714","2018","10"
"7300","675","Ceara Byrne at the AT&T Foundry Innovation Center.","image/jpeg","16c10201-p5-009.jpg","public://uploads/2018/10/16c10201-p5-009.jpg","Permanent","1538746963","2018","10"
"7299","676","Technology Square at Georgia Tech.","image/jpeg","15c10400-p11-005.jpg","public://uploads/2018/10/15c10400-p11-005.jpg","Permanent","1538746963","2018","10"
"7302","677","A student pitches their startup at the CREATE-X Demo Day.","image/jpeg","n19c10400-p1-002.jpg","public://uploads/2018/10/n19c10400-p1-002.jpg","Permanent","1538747421","2018","10"
"7304","678","Students talk Thursday, August 23, 2018 about their businesses at the CREATE-X Demo Day.","image/jpeg","n19c10400-p1-008.jpg","public://uploads/2018/10/n19c10400-p1-008_0.jpg","Permanent","1538747421","2018","10"
"7305","679","Ernie Scheller, Jr. birthday event at the Scheller College of Business","image/jpeg","15c6106-p1-025.jpg","public://uploads/2018/10/15c6106-p1-025.jpg","Permanent","1538747898","2018","10"
"7306","680","Accuity Brands Plaza, Scheller College of Business.","image/jpeg","15c6104-p1-001.jpg","public://uploads/2018/10/15c6104-p1-001.jpg","Permanent","1538747898","2018","10"
"7307","681","Local area high school students attended a Maker's camp at the Invention Studio where they built quadcopters, which are remote-controlled flying devices.","image/jpeg","14c10001-p3-002.jpg","public://uploads/2018/10/14c10001-p3-002.jpg","Permanent","1538748033","2018","10"
"7308","682","The Invention Studio is located in the Manufacturing Related Disciplines Complex (MRDC) building. Eric Weinhoffer in the machine room.","image/jpeg","12e8002-p3-004.jpg","public://uploads/2018/10/12e8002-p3-004.jpg","Permanent","1538748033","2018","10"
"7309","683","Engage with the spirit of Georgia Tech! ","image/jpeg","wreck.jpg","public://uploads/2018/10/wreck.jpg","Permanent","1538752450","2018","10"
"7311","685","Annual Alumni Awards ","image/jpeg","alumni_buzz.jpg","public://uploads/2018/10/alumni_buzz.jpg","Permanent","1538753275","2018","10"
"7321","697","A student wearing headphones outside the G. Wayne Clough Undergraduate Learning Commons building.","image/jpeg","14c10750-p1-066.jpg","public://uploads/2018/10/14c10750-p1-066.jpg","Permanent","1538758788","2018","10"
"7314","701","Engaging Engineers header graphic.","image/png","engaging_engineers_header_0.png","public://uploads/2018/10/engaging_engineers_header_0.png","Permanent","1538754888","2018","10"
"7322","716","Tech Tower overlooking gorgeous downtown Atlanta, Georgia.","image/jpeg","13c10000-p14-013.jpg","public://uploads/2018/10/13c10000-p14-013.jpg","Permanent","1538759852","2018","10"
"7325","730","Graduate lab","image/jpeg","grad_lab2.jpg","public://uploads/2018/10/grad_lab2_0.jpg","Permanent","1539008379","2018","10"
"7326","736","Young middle school students learn about engineering at Tech. ","image/jpeg","k12.jpg","public://uploads/2018/10/k12.jpg","Permanent","1539008739","2018","10"
"7330","752","Andres Garcia is the director of Parker H. Petit Institute for Bioengineering & Bioscience at Georgia Tech.","image/jpeg","n19c10200-p4-013.jpg","public://uploads/2018/10/n19c10200-p4-013.jpg","Permanent","1539012570","2018","10"
"7331","753","Professor Julian Rimoli in his office in the Paul Weber Space, Science, and Technology (SST) Building in the School of Aerospace Engineering at Georgia Tech.","image/jpeg","16c10314-p3-026.jpg","public://uploads/2018/10/16c10314-p3-026.jpg","Permanent","1539012570","2018","10"
"7332","755","","image/jpeg","18c10302-p14-009.jpg","public://uploads/2018/10/18c10302-p14-009.jpg","Permanent","1539012707","2018","10"
"7333","756","","image/jpeg","18c10302-p14-010.jpg","public://uploads/2018/10/18c10302-p14-010.jpg","Permanent","1539012707","2018","10"
"7334","757","","image/jpeg","18c10302-p14-011.jpg","public://uploads/2018/10/18c10302-p14-011.jpg","Permanent","1539012707","2018","10"
"7336","759","","image/jpeg","signature-dean-300x.jpg","public://uploads/2018/10/signature-dean-300x.jpg","Permanent","1539015577","2018","10"
"7337","761","Sandia National Laboratories (represented by Dr. Paul Hommert, director of Sandia National Laboratories and president of Sandia Corporation) and Georgia Institute of Technology (represented by President G. P. ""Bud"" Peterson) form academic collaboration by signing a five-year memorandum of understanding (MOU), establishing a strategic collaboration that seeks to solve science and technology problems of national importance","image/jpeg","15c10400-p31-006.jpg","public://uploads/2018/10/15c10400-p31-006.jpg","Permanent","1539025958","2018","10"
"7338","763","Christine Payne's lab, Payne Lab, intersects the College of Science's School of Chemistry and Biochemistry and College of Engineering's Wallace H. Coulter School of Biomedical Engineering.","image/jpeg","16c10200-p33-004.jpg","public://uploads/2018/10/16c10200-p33-004.jpg","Permanent","1539026551","2018","10"
"7339","764","Institute for Materials (IMat), Georgia Tech Polymer Network (GTPN); Molecular Science and Engineering (MoSE) Building.","image/jpeg","16c5431-p2-028.jpg","public://uploads/2018/10/16c5431-p2-028.jpg","Permanent","1539026551","2018","10"
"7342","774","A. James Clark","image/jpeg","new_clark_photo.jpg","public://uploads/2018/10/new_clark_photo.jpg","Permanent","1539027919","2018","10"
"13629","783","Students creating in the aerospace engineering makerspace. ","image/jpeg","aero-maker-space_0.jpg","public://uploads/2018/10/aero-maker-space_0.jpg","Permanent","1539115112","2018","10"
"13653","784","The BME Design Shop provides 3D printers, lathes, mills and more for bioengineering students. ","image/jpeg","bme3.jpg","public://uploads/2018/10/bme3.jpg","Permanent","1539262928","2018","10"
"13633","785","Materials Science Engineering MILL Lab opened just last year. ","image/jpeg","mill.jpg","public://uploads/2018/10/mill.jpg","Permanent","1539115429","2018","10"
"13650","787","The Van Leer Interdisciplinary Design Commons opened in Fall 2018. ","image/jpeg","idc.jpg","public://uploads/2018/10/idc.jpg","Permanent","1539262711","2018","10"
"17103","792","At the College, research is one of our top priorities. This past year, $2.7 million in new research funds were awarded. There are more than 75 engineering research centers on campus and 150 interdisciplinary research centers. The number of awards granted this past year totaled 1,249. ","image/png","fy19-researchnumbers-web_edit.png","public://uploads/2020/01/fy19-researchnumbers-web_edit.png","Permanent","1580227920","2020","01"
"13637","794","Study abroad in New Zealand. ","image/jpeg","bruss_kathryn.ramblin.new_zealand.jpg","public://uploads/2018/10/bruss_kathryn.ramblin.new_zealand.jpg","Permanent","1539187598","2018","10"
"13638","801","Metz, France","image/jpeg","metz.jpg","public://uploads/2018/10/metz_0.jpg","Permanent","1539187745","2018","10"
"13639","812","We want to connect with you! ","image/jpeg","social_graphic_header.jpg","public://uploads/2018/10/social_graphic_header.jpg","Permanent","1539201847","2018","10"
"13640","814","Khalifa University of Science, Technology and Research in Abu Dhabi.","image/jpeg","uae.jpg","public://uploads/2018/10/uae.jpg","Permanent","1539202675","2018","10"
"13641","817","Study abroad in Singapore. ","image/jpeg","singapore.jpg","public://uploads/2018/10/singapore.jpg","Permanent","1539202675","2018","10"
"13642","820","Georgia Tech in Beijing. ","image/jpeg","beiijin.jpg","public://uploads/2018/10/beiijin.jpg","Permanent","1539203392","2018","10"
"13643","823","Study abroad in Shenzhen. ","image/jpeg","shenzhen2.jpg","public://uploads/2018/10/shenzhen2.jpg","Permanent","1539203392","2018","10"
"13644","826","Study abroad in South Korea. ","image/jpeg","s_korea.jpeg","public://uploads/2018/10/s_korea.jpeg","Permanent","1539203392","2018","10"
"13647","829","Study abroad in Costa Rica. ","image/jpeg","cr.jpg","public://uploads/2018/10/cr.jpg","Permanent","1539203597","2018","10"
"13646","832","Study abroad in Panama. ","image/jpeg","panama.jpg","public://uploads/2018/10/panama.jpg","Permanent","1539203392","2018","10"
"15885","834","Student Olivia Lodise taking in the view of Taiwan","image/jpeg","lodise_olivia.ramblin.taiwan.jpg","public://uploads/2018/11/lodise_olivia.ramblin.taiwan.jpg","Permanent","1542745436","2018","11"
"13649","835","Students in Peru. ","image/jpeg","peru.jpg","public://uploads/2018/10/peru.jpg","Permanent","1539203844","2018","10"
"13655","840","Eva Dyer is currently an Assistant Professor in the Wallace H. Coulter Department of Biomedical Engineering at the Georgia Institute of Technology and Emory University. She runs the Neural Data Science (NerDS) Lab, where she and her team develop new machine learning and data science approaches for making sense of large-scale neural datasets","image/jpeg","18c10200-p2-009.jpg","public://uploads/2018/10/18c10200-p2-009.jpg","Permanent","1539266023","2018","10"
"13658","843","","image/png","find_us_on_header_05_2018.png","public://uploads/2018/10/find_us_on_header_05_2018.png","Permanent","1539274065","2018","10"
"13660","845","FASET (Familiarization and Adaptation to the Surroundings and Environs of Tech) is Georgia Tech's orientation program for new undergraduate students.","image/jpeg","13c2310-p1-021.jpg","public://uploads/2018/10/13c2310-p1-021.jpg","Permanent","1539275012","2018","10"
"13661","846","New and current students interact during the FASET program.","image/jpeg","n19c8000-p1-060.jpg","public://uploads/2018/10/n19c8000-p1-060.jpg","Permanent","1539275389","2018","10"
"15665","852","Blair Brettmann, assistant professor in Georgia Tech’s School of Materials Science Engineering,","image/jpeg","blair_brettmann_mose_-_n18c10200_-p6001.jpg","public://uploads/2018/10/blair_brettmann_mose_-_n18c10200_-p6001.jpg","Permanent","1539370635","2018","10"
"15726","853","Magnus Egerstedt in the Georgia Robotics and Intelligent Systems (GRITS) lab at the School of Electrical and Computer Engineering.","image/png","robotarium-magnus-georgia-tech-copy.png","public://uploads/2018/11/robotarium-magnus-georgia-tech-copy.png","Permanent","1542310229","2018","11"
"15725","861","A 3D-printed patch from the Davis Lab at the Wallace H. Coulter School of Biomedical Engineering at Georgia Tech and Emory University.","image/jpeg","img_8003_retouched.jpg","public://uploads/2018/11/img_8003_retouched.jpg","Permanent","1542310154","2018","11"
"15674","862","Students in Peru.","image/jpeg","peru.jpg","public://uploads/2018/10/peru_0.jpg","Permanent","1539873513","2018","10"
"15683","893","Researchers in the Petit Institute for Bioengineering and Bioscience (IBB) at Georgia Tech.","image/jpeg","18c10200-p29-003.jpg","public://uploads/2018/10/18c10200-p29-003.jpg","Permanent","1539960622","2018","10"
"15686","897","Two researchers at work in the Institute for Materials (IMat), a component of the Georgia Tech Polymer Network (GTPN).","image/jpeg","16c5431-p2-057.jpg","public://uploads/2018/10/16c5431-p2-057.jpg","Permanent","1539974276","2018","10"
"16564","899","Engineer Emily Woods working abroad. ","image/jpeg","wieemilywoods_work_abroad.jpg","public://uploads/2019/06/wieemilywoods_work_abroad.jpg","Permanent","1561576552","2019","06"
"15702","905","Annabelle Singer, Packard Fellow.","image/jpeg","n17c10203_009.jpg","public://uploads/2018/10/n17c10203_009.jpg","Permanent","1540586191","2018","10"
"15690","909","Graduate students, such as this researcher in the School of Biomedical Engineering, often pursue training grants. ","image/jpeg","171101cr315.jpg","public://uploads/2018/10/171101cr315.jpg","Permanent","1540477594","2018","10"
"15691","910","Oak Ridge National Laboratory ","image/jpeg","ornl-06692-2005.jpg","public://uploads/2018/10/ornl-06692-2005.jpg","Permanent","1540477766","2018","10"
"15692","912","Joe Brown in his lab with graduate student. ","image/jpeg","171115r075.jpg","public://uploads/2018/10/171115r075.jpg","Permanent","1540478876","2018","10"
"15693","917","Student research abounds at Tech. ","image/jpeg","kolbyhanley_ultraview.jpg","public://uploads/2018/10/kolbyhanley_ultraview.jpg","Permanent","1540488490","2018","10"
"15694","921","A student working alongside James Dahlman in the BME lab. ","image/jpeg","180416r204-dev.jpg","public://uploads/2018/10/180416r204-dev.jpg","Permanent","1540488490","2018","10"
"15724","925","VIP encourages student collaboration","image/jpeg","vip.jpg","public://uploads/2018/11/vip.jpg","Permanent","1542301169","2018","11"
"15701","935","Oak Ridge National Laboratory in Oak Ridge, Tennessee.","image/jpeg","ornl-06692-2005.jpg","public://uploads/2018/10/ornl-06692-2005_0.jpg","Permanent","1540585637","2018","10"
"15704","936","Fatih Sarioglu (right) working with two graduate students in the lab.","image/jpeg","16c10200-p30-008.jpg","public://uploads/2018/10/16c10200-p30-008.jpg","Permanent","1540586325","2018","10"
